ds,yhat
2021-07-30 19:56:56,30.672310558726686
2021-07-30 19:57:01,30.672269471217373
2021-07-30 19:57:06,30.672228383708056
2021-07-30 19:57:11,30.67218729619874
2021-07-30 19:57:16,30.672146208689426
2021-07-30 19:57:21,30.67210512118011
2021-07-30 19:57:26,30.672064033670797
2021-07-30 19:57:31,30.672022946161484
2021-07-30 19:57:36,30.671981858652167
2021-07-30 19:57:41,30.67194077114285
2021-07-30 19:57:46,30.671899683633537
2021-07-30 19:57:51,30.671858596124224
2021-07-30 19:57:56,30.671817508614907
2021-07-30 19:58:01,30.67177642110559
2021-07-30 19:58:06,30.671735333596278
2021-07-30 19:58:11,30.67169424608696
2021-07-30 19:58:16,30.671653158577648
2021-07-30 19:58:21,30.671612071068335
2021-07-30 19:58:26,30.67157098355902
2021-07-30 19:58:31,30.6715298960497
2021-07-30 19:58:36,30.67148880854039
2021-07-30 19:58:41,30.671447721031075
2021-07-30 19:58:46,30.671406633521755
2021-07-30 19:58:51,30.671365546012442
2021-07-30 19:58:56,30.67132445850313
2021-07-30 19:59:01,30.671283370993812
2021-07-30 19:59:06,30.6712422834845
2021-07-30 19:59:11,30.671201195975183
2021-07-30 19:59:16,30.671160108465866
2021-07-30 19:59:21,30.671119020956553
2021-07-30 19:59:26,30.67107793344724
2021-07-30 19:59:31,30.671036845937927
2021-07-30 19:59:36,30.670995758428607
2021-07-30 19:59:41,30.670954670919294
2021-07-30 19:59:46,30.67091358340998
2021-07-30 19:59:51,30.670872495900664
2021-07-30 19:59:56,30.670831408391347
2021-07-30 20:00:01,30.670790320882034
2021-07-30 20:00:06,30.670749233372717
2021-07-30 20:00:11,30.670708145863404
2021-07-30 20:00:16,30.67066705835409
2021-07-30 20:00:21,30.670625970844775
2021-07-30 20:00:26,30.670584883335458
2021-07-30 20:00:31,30.670543795826145
2021-07-30 20:00:36,30.670502708316832
2021-07-30 20:00:41,30.670461620807515
2021-07-30 20:00:46,30.6704205332982
2021-07-30 20:00:51,30.670379445788885
2021-07-30 20:00:56,30.67033835827957
2021-07-30 20:01:01,30.670297270770256
2021-07-30 20:01:06,30.67025618326094
2021-07-30 20:01:11,30.670215095751622
2021-07-30 20:01:16,30.67017400824231
2021-07-30 20:01:21,30.670132920732996
2021-07-30 20:01:26,30.67009183322368
2021-07-30 20:01:31,30.670050745714363
2021-07-30 20:01:36,30.67000965820505
2021-07-30 20:01:41,30.669968570695737
2021-07-30 20:01:46,30.66992748318642
2021-07-30 20:01:51,30.669886395677107
2021-07-30 20:01:56,30.66984530816779
2021-07-30 20:02:01,30.669804220658474
2021-07-30 20:02:06,30.66976313314916
2021-07-30 20:02:11,30.669722045639848
2021-07-30 20:02:16,30.66968095813053
2021-07-30 20:02:21,30.669639870621214
2021-07-30 20:02:26,30.6695987831119
2021-07-30 20:02:31,30.669557695602588
2021-07-30 20:02:36,30.66951660809327
2021-07-30 20:02:41,30.669475520583955
2021-07-30 20:02:46,30.669434433074642
2021-07-30 20:02:51,30.669393345565325
2021-07-30 20:02:56,30.669352258056012
2021-07-30 20:03:01,30.6693111705467
2021-07-30 20:03:06,30.66927008303738
2021-07-30 20:03:11,30.669228995528066
2021-07-30 20:03:16,30.669187908018753
2021-07-30 20:03:21,30.669146820509436
2021-07-30 20:03:26,30.669105733000123
2021-07-30 20:03:31,30.669064645490806
2021-07-30 20:03:36,30.669023557981493
2021-07-30 20:03:41,30.668982470472177
2021-07-30 20:03:46,30.668941382962863
2021-07-30 20:03:51,30.66890029545355
2021-07-30 20:03:56,30.66885920794423
2021-07-30 20:04:01,30.668818120434917
2021-07-30 20:04:06,30.668777032925604
2021-07-30 20:04:11,30.668735945416287
2021-07-30 20:04:16,30.66869485790697
2021-07-30 20:04:21,30.668653770397658
2021-07-30 20:04:26,30.668612682888345
2021-07-30 20:04:31,30.668571595379028
2021-07-30 20:04:36,30.668530507869715
2021-07-30 20:04:41,30.668489420360398
2021-07-30 20:04:46,30.66844833285108
2021-07-30 20:04:51,30.66840724534177
2021-07-30 20:04:56,30.668366157832455
2021-07-30 20:05:01,30.66832507032314
2021-07-30 20:05:06,30.668283982813822
2021-07-30 20:05:11,30.66824289530451
2021-07-30 20:05:16,30.668201807795192
2021-07-30 20:05:21,30.66816072028588
2021-07-30 20:05:26,30.668119632776563
2021-07-30 20:05:31,30.66807854526725
2021-07-30 20:05:36,30.668037457757933
2021-07-30 20:05:41,30.66799637024862
2021-07-30 20:05:46,30.667955282739307
2021-07-30 20:05:51,30.667914195229987
2021-07-30 20:05:56,30.667873107720673
2021-07-30 20:06:01,30.66783202021136
2021-07-30 20:06:06,30.667790932702044
2021-07-30 20:06:11,30.66774984519273
2021-07-30 20:06:16,30.667708757683414
2021-07-30 20:06:21,30.667667670174097
2021-07-30 20:06:26,30.667626582664784
2021-07-30 20:06:31,30.66758549515547
2021-07-30 20:06:36,30.667544407646155
2021-07-30 20:06:41,30.667503320136838
2021-07-30 20:06:46,30.667462232627525
2021-07-30 20:06:51,30.66742114511821
2021-07-30 20:06:56,30.667380057608895
2021-07-30 20:07:01,30.66733897009958
2021-07-30 20:07:06,30.667297882590265
2021-07-30 20:07:11,30.66725679508095
2021-07-30 20:07:16,30.667215707571636
2021-07-30 20:07:21,30.667174620062323
2021-07-30 20:07:26,30.667133532553002
2021-07-30 20:07:31,30.66709244504369
2021-07-30 20:07:36,30.667051357534376
2021-07-30 20:07:41,30.667010270025063
2021-07-30 20:07:46,30.666969182515746
2021-07-30 20:07:51,30.66692809500643
2021-07-30 20:07:56,30.666887007497117
2021-07-30 20:08:01,30.6668459199878
2021-07-30 20:08:06,30.666804832478487
2021-07-30 20:08:11,30.66676374496917
2021-07-30 20:08:16,30.666722657459854
2021-07-30 20:08:21,30.66668156995054
2021-07-30 20:08:26,30.666640482441228
2021-07-30 20:08:31,30.666599394931914
2021-07-30 20:08:36,30.666558307422594
2021-07-30 20:08:41,30.66651721991328
2021-07-30 20:08:46,30.666476132403968
2021-07-30 20:08:51,30.66643504489465
2021-07-30 20:08:56,30.66639395738534
2021-07-30 20:09:01,30.66635286987602
2021-07-30 20:09:06,30.666311782366705
2021-07-30 20:09:11,30.666270694857392
2021-07-30 20:09:16,30.66622960734808
2021-07-30 20:09:21,30.66618851983876
2021-07-30 20:09:26,30.666147432329446
2021-07-30 20:09:31,30.666106344820133
2021-07-30 20:09:36,30.66606525731082
2021-07-30 20:09:41,30.666024169801503
2021-07-30 20:09:46,30.665983082292186
2021-07-30 20:09:51,30.665941994782873
2021-07-30 20:09:56,30.665900907273556
2021-07-30 20:10:01,30.665859819764243
2021-07-30 20:10:06,30.66581873225493
2021-07-30 20:10:11,30.66577764474561
2021-07-30 20:10:16,30.665736557236297
2021-07-30 20:10:21,30.665695469726984
2021-07-30 20:10:26,30.665654382217667
2021-07-30 20:10:31,30.66561329470835
2021-07-30 20:10:36,30.665572207199038
2021-07-30 20:10:41,30.665531119689724
2021-07-30 20:10:46,30.665490032180408
2021-07-30 20:10:51,30.665448944671095
2021-07-30 20:10:56,30.665407857161778
2021-07-30 20:11:01,30.66536676965246
2021-07-30 20:11:06,30.66532568214315
2021-07-30 20:11:11,30.665284594633835
2021-07-30 20:11:16,30.66524350712452
2021-07-30 20:11:21,30.665202419615202
2021-07-30 20:11:26,30.66516133210589
2021-07-30 20:11:31,30.665120244596572
2021-07-30 20:11:36,30.66507915708726
2021-07-30 20:11:41,30.665038069577946
2021-07-30 20:11:46,30.66499698206863
2021-07-30 20:11:51,30.664955894559313
2021-07-30 20:11:56,30.66491480705
2021-07-30 20:12:01,30.664873719540687
2021-07-30 20:12:06,30.664832632031366
2021-07-30 20:12:11,30.664791544522053
2021-07-30 20:12:16,30.66475045701274
2021-07-30 20:12:21,30.664709369503424
2021-07-30 20:12:26,30.66466828199411
2021-07-30 20:12:31,30.664627194484794
2021-07-30 20:12:36,30.66458610697548
2021-07-30 20:12:41,30.664545019466164
2021-07-30 20:12:46,30.66450393195685
2021-07-30 20:12:51,30.664462844447538
2021-07-30 20:12:56,30.664421756938218
2021-07-30 20:13:01,30.664380669428905
2021-07-30 20:13:06,30.66433958191959
2021-07-30 20:13:11,30.664298494410275
2021-07-30 20:13:16,30.66425740690096
2021-07-30 20:13:21,30.664216319391645
2021-07-30 20:13:26,30.66417523188233
2021-07-30 20:13:31,30.664134144373016
2021-07-30 20:13:36,30.664093056863702
2021-07-30 20:13:41,30.664051969354386
2021-07-30 20:13:46,30.66401088184507
2021-07-30 20:13:51,30.663969794335756
2021-07-30 20:13:56,30.663928706826443
2021-07-30 20:14:01,30.663887619317126
2021-07-30 20:14:06,30.66384653180781
2021-07-30 20:14:11,30.663805444298497
2021-07-30 20:14:16,30.66376435678918
2021-07-30 20:14:21,30.663723269279867
2021-07-30 20:14:26,30.66368218177055
2021-07-30 20:14:31,30.663641094261237
2021-07-30 20:14:36,30.66360000675192
2021-07-30 20:14:41,30.663558919242607
2021-07-30 20:14:46,30.663517831733294
2021-07-30 20:14:51,30.663476744223974
2021-07-30 20:14:56,30.66343565671466
2021-07-30 20:15:01,30.663394569205348
2021-07-30 20:15:06,30.66335348169603
2021-07-30 20:15:11,30.66331239418672
2021-07-30 20:15:16,30.6632713066774
2021-07-30 20:15:21,30.663230219168085
2021-07-30 20:15:26,30.663189131658772
2021-07-30 20:15:31,30.66314804414946
2021-07-30 20:15:36,30.663106956640142
2021-07-30 20:15:41,30.663065869130826
2021-07-30 20:15:46,30.663024781621512
2021-07-30 20:15:51,30.6629836941122
2021-07-30 20:15:56,30.662942606602883
2021-07-30 20:16:01,30.662901519093566
2021-07-30 20:16:06,30.662860431584253
2021-07-30 20:16:11,30.662819344074936
2021-07-30 20:16:16,30.662778256565623
2021-07-30 20:16:21,30.66273716905631
2021-07-30 20:16:26,30.66269608154699
2021-07-30 20:16:31,30.662654994037677
2021-07-30 20:16:36,30.662613906528364
2021-07-30 20:16:41,30.66257281901905
2021-07-30 20:16:46,30.662531731509734
2021-07-30 20:16:51,30.662490644000417
2021-07-30 20:16:56,30.662449556491104
2021-07-30 20:17:01,30.662408468981788
2021-07-30 20:17:06,30.662367381472475
2021-07-30 20:17:11,30.66232629396316
2021-07-30 20:17:16,30.66228520645384
2021-07-30 20:17:21,30.66224411894453
2021-07-30 20:17:26,30.662203031435215
2021-07-30 20:17:31,30.6621619439259
2021-07-30 20:17:36,30.662120856416582
2021-07-30 20:17:41,30.66207976890727
2021-07-30 20:17:46,30.662038681397956
2021-07-30 20:17:51,30.66199759388864
2021-07-30 20:17:56,30.661956506379326
2021-07-30 20:18:01,30.66191541887001
2021-07-30 20:18:06,30.661874331360693
2021-07-30 20:18:11,30.66183324385138
2021-07-30 20:18:16,30.661792156342067
2021-07-30 20:18:21,30.66175106883275
2021-07-30 20:18:26,30.661709981323433
2021-07-30 20:18:31,30.66166889381412
2021-07-30 20:18:36,30.661627806304807
2021-07-30 20:18:41,30.66158671879549
2021-07-30 20:18:46,30.661545631286174
2021-07-30 20:18:51,30.66150454377686
2021-07-30 20:18:56,30.661463456267544
2021-07-30 20:19:01,30.66142236875823
2021-07-30 20:19:06,30.661381281248918
2021-07-30 20:19:11,30.661340193739598
2021-07-30 20:19:16,30.661299106230285
2021-07-30 20:19:21,30.66125801872097
2021-07-30 20:19:26,30.661216931211655
2021-07-30 20:19:31,30.661175843702342
2021-07-30 20:19:36,30.661134756193025
2021-07-30 20:19:41,30.661093668683712
2021-07-30 20:19:46,30.661052581174395
2021-07-30 20:19:51,30.661011493665082
2021-07-30 20:19:56,30.660970406155766
2021-07-30 20:20:01,30.66092931864645
2021-07-30 20:20:06,30.660888231137136
2021-07-30 20:20:11,30.660847143627823
2021-07-30 20:20:16,30.660806056118506
2021-07-30 20:20:21,30.66076496860919
2021-07-30 20:20:26,30.660723881099877
2021-07-30 20:20:31,30.66068279359056
2021-07-30 20:20:36,30.660641706081247
2021-07-30 20:20:41,30.660600618571934
2021-07-30 20:20:46,30.660559531062617
2021-07-30 20:20:51,30.6605184435533
2021-07-30 20:20:56,30.660477356043987
2021-07-30 20:21:01,30.660436268534674
2021-07-30 20:21:06,30.660395181025358
2021-07-30 20:21:11,30.66035409351604
2021-07-30 20:21:16,30.660313006006728
2021-07-30 20:21:21,30.66027191849741
2021-07-30 20:21:26,30.660230830988098
2021-07-30 20:21:31,30.66018974347878
2021-07-30 20:21:36,30.660148655969465
2021-07-30 20:21:41,30.660107568460152
2021-07-30 20:21:46,30.66006648095084
2021-07-30 20:21:51,30.660025393441526
2021-07-30 20:21:56,30.659984305932205
2021-07-30 20:22:01,30.659943218422892
2021-07-30 20:22:06,30.65990213091358
2021-07-30 20:22:11,30.659861043404263
2021-07-30 20:22:16,30.65981995589495
2021-07-30 20:22:21,30.659778868385633
2021-07-30 20:22:26,30.659737780876316
2021-07-30 20:22:31,30.659696693367003
2021-07-30 20:22:36,30.65965560585769
2021-07-30 20:22:41,30.659614518348377
2021-07-30 20:22:46,30.659573430839057
2021-07-30 20:22:51,30.659532343329744
2021-07-30 20:22:56,30.65949125582043
2021-07-30 20:23:01,30.659450168311114
2021-07-30 20:23:06,30.659409080801797
2021-07-30 20:23:11,30.659367993292484
2021-07-30 20:23:16,30.659326905783168
2021-07-30 20:23:21,30.659285818273855
2021-07-30 20:23:26,30.65924473076454
2021-07-30 20:23:31,30.65920364325522
2021-07-30 20:23:36,30.659162555745908
2021-07-30 20:23:41,30.659121468236595
2021-07-30 20:23:46,30.659080380727282
2021-07-30 20:23:51,30.659039293217965
2021-07-30 20:23:56,30.65899820570865
2021-07-30 20:24:01,30.658957118199336
2021-07-30 20:24:06,30.65891603069002
2021-07-30 20:24:11,30.658874943180706
2021-07-30 20:24:16,30.65883385567139
2021-07-30 20:24:21,30.658792768162073
2021-07-30 20:24:26,30.65875168065276
2021-07-30 20:24:31,30.658710593143446
2021-07-30 20:24:36,30.65866950563413
2021-07-30 20:24:41,30.658628418124813
2021-07-30 20:24:46,30.6585873306155
2021-07-30 20:24:51,30.658546243106187
2021-07-30 20:24:56,30.65850515559687
2021-07-30 20:25:01,30.658464068087557
2021-07-30 20:25:06,30.65842298057824
2021-07-30 20:25:11,30.658381893068924
2021-07-30 20:25:16,30.65834080555961
2021-07-30 20:25:21,30.658299718050298
2021-07-30 20:25:26,30.658258630540978
2021-07-30 20:25:31,30.658217543031665
2021-07-30 20:25:36,30.65817645552235
2021-07-30 20:25:41,30.658135368013035
2021-07-30 20:25:46,30.65809428050372
2021-07-30 20:25:51,30.658053192994405
