ds,y
2021-07-31 12:08:14,74.52949277113021
2021-07-31 12:08:19,74.52913570933605
2021-07-31 12:08:24,74.52877864754187
2021-07-31 12:08:29,74.5284215857477
2021-07-31 12:08:34,74.52806452395352
2021-07-31 12:08:39,74.52770746215936
2021-07-31 12:08:44,74.52735040036518
2021-07-31 12:08:49,74.526993338571
2021-07-31 12:08:54,74.52663627677683
2021-07-31 12:08:59,74.52627921498267
2021-07-31 12:09:04,74.52592215318849
2021-07-31 12:09:09,74.52556509139431
2021-07-31 12:09:14,74.52520802960014
2021-07-31 12:09:19,74.52485096780597
2021-07-31 12:09:24,74.5244939060118
2021-07-31 12:09:29,74.52413684421762
2021-07-31 12:09:34,74.52377978242345
2021-07-31 12:09:39,74.52342272062928
2021-07-31 12:09:44,74.52306565883511
2021-07-31 12:09:49,74.52270859704093
2021-07-31 12:09:54,74.52235153524676
2021-07-31 12:09:59,74.5219944734526
2021-07-31 12:10:04,74.52163741165842
2021-07-31 12:10:09,74.52128034986424
2021-07-31 12:10:14,74.52092328807007
2021-07-31 12:10:19,74.5205662262759
2021-07-31 12:10:24,74.52020916448173
2021-07-31 12:10:29,74.51985210268755
2021-07-31 12:10:34,74.51949504089337
2021-07-31 12:10:39,74.51913797909921
2021-07-31 12:10:44,74.51878091730504
2021-07-31 12:10:49,74.51842385551086
2021-07-31 12:10:54,74.5180667937167
2021-07-31 12:10:59,74.51770973192252
2021-07-31 12:11:04,74.51735267012836
2021-07-31 12:11:09,74.51699560833418
2021-07-31 12:11:14,74.51663854654001
2021-07-31 12:11:19,74.51628148474583
2021-07-31 12:11:24,74.51592442295167
2021-07-31 12:11:29,74.5155673611575
2021-07-31 12:11:34,74.51521029936332
2021-07-31 12:11:39,74.51485323756914
2021-07-31 12:11:44,74.51449617577498
2021-07-31 12:11:49,74.5141391139808
2021-07-31 12:11:54,74.51378205218663
2021-07-31 12:11:59,74.51342499039245
2021-07-31 12:12:04,74.51306792859829
2021-07-31 12:12:09,74.51271086680411
2021-07-31 12:12:14,74.51235380500994
2021-07-31 12:12:19,74.51199674321576
2021-07-31 12:12:24,74.5116396814216
2021-07-31 12:12:29,74.51128261962742
2021-07-31 12:12:34,74.51092555783325
2021-07-31 12:12:39,74.51056849603907
2021-07-31 12:12:44,74.51021143424491
2021-07-31 12:12:49,74.50985437245073
2021-07-31 12:12:54,74.50949731065656
2021-07-31 12:12:59,74.50914024886238
2021-07-31 12:13:04,74.50878318706822
2021-07-31 12:13:09,74.50842612527404
2021-07-31 12:13:14,74.50806906347987
2021-07-31 12:13:19,74.50771200168569
2021-07-31 12:13:24,74.50735493989153
2021-07-31 12:13:29,74.50699787809735
2021-07-31 12:13:34,74.50664081630318
2021-07-31 12:13:39,74.50628375450901
2021-07-31 12:13:44,74.50592669271484
2021-07-31 12:13:49,74.50556963092068
2021-07-31 12:13:54,74.5052125691265
2021-07-31 12:13:59,74.50485550733232
2021-07-31 12:14:04,74.50449844553815
2021-07-31 12:14:09,74.50414138374398
2021-07-31 12:14:14,74.50378432194981
2021-07-31 12:14:19,74.50342726015563
2021-07-31 12:14:24,74.50307019836146
2021-07-31 12:14:29,74.5027131365673
2021-07-31 12:14:34,74.50235607477312
2021-07-31 12:14:39,74.50199901297894
2021-07-31 12:14:44,74.50164195118477
2021-07-31 12:14:49,74.5012848893906
2021-07-31 12:14:54,74.50092782759643
2021-07-31 12:14:59,74.50057076580225
2021-07-31 12:15:04,74.50021370400808
2021-07-31 12:15:09,74.49985664221391
2021-07-31 12:15:14,74.49949958041974
2021-07-31 12:15:19,74.49914251862556
2021-07-31 12:15:24,74.49878545683138
2021-07-31 12:15:29,74.49842839503722
2021-07-31 12:15:34,74.49807133324305
2021-07-31 12:15:39,74.49771427144887
2021-07-31 12:15:44,74.4973572096547
2021-07-31 12:15:49,74.49700014786053
2021-07-31 12:15:54,74.49664308606636
2021-07-31 12:15:59,74.49628602427218
2021-07-31 12:16:04,74.495928962478
2021-07-31 12:16:09,74.49557190068384
2021-07-31 12:16:14,74.49521483888967
2021-07-31 12:16:19,74.49485777709549
2021-07-31 12:16:24,74.49450071530133
2021-07-31 12:16:29,74.49414365350715
2021-07-31 12:16:34,74.49378659171299
2021-07-31 12:16:39,74.49342952991881
2021-07-31 12:16:44,74.49307246812464
2021-07-31 12:16:49,74.49271540633046
2021-07-31 12:16:54,74.4923583445363
2021-07-31 12:16:59,74.49200128274212
2021-07-31 12:17:04,74.49164422094795
2021-07-31 12:17:09,74.49128715915377
2021-07-31 12:17:14,74.49093009735961
2021-07-31 12:17:19,74.49057303556543
2021-07-31 12:17:24,74.49021597377126
2021-07-31 12:17:29,74.48985891197708
2021-07-31 12:17:34,74.48950185018292
2021-07-31 12:17:39,74.48914478838874
2021-07-31 12:17:44,74.48878772659457
2021-07-31 12:17:49,74.48843066480039
2021-07-31 12:17:54,74.48807360300623
2021-07-31 12:17:59,74.48771654121205
2021-07-31 12:18:04,74.48735947941788
2021-07-31 12:18:09,74.4870024176237
2021-07-31 12:18:14,74.48664535582954
2021-07-31 12:18:19,74.48628829403536
2021-07-31 12:18:24,74.48593123224119
2021-07-31 12:18:29,74.48557417044701
2021-07-31 12:18:34,74.48521710865285
2021-07-31 12:18:39,74.48486004685867
2021-07-31 12:18:44,74.4845029850645
2021-07-31 12:18:49,74.48414592327032
2021-07-31 12:18:54,74.48378886147616
2021-07-31 12:18:59,74.48343179968198
2021-07-31 12:19:04,74.4830747378878
2021-07-31 12:19:09,74.48271767609364
2021-07-31 12:19:14,74.48236061429947
2021-07-31 12:19:19,74.48200355250529
2021-07-31 12:19:24,74.48164649071113
2021-07-31 12:19:29,74.48128942891695
2021-07-31 12:19:34,74.48093236712278
2021-07-31 12:19:39,74.48057530532861
2021-07-31 12:19:44,74.48021824353444
2021-07-31 12:19:49,74.47986118174026
2021-07-31 12:19:54,74.47950411994609
2021-07-31 12:19:59,74.47914705815192
2021-07-31 12:20:04,74.47878999635775
2021-07-31 12:20:09,74.47843293456357
2021-07-31 12:20:14,74.4780758727694
2021-07-31 12:20:19,74.47771881097523
2021-07-31 12:20:24,74.47736174918106
2021-07-31 12:20:29,74.47700468738688
2021-07-31 12:20:34,74.4766476255927
2021-07-31 12:20:39,74.47629056379854
2021-07-31 12:20:44,74.47593350200437
2021-07-31 12:20:49,74.47557644021019
2021-07-31 12:20:54,74.47521937841601
2021-07-31 12:20:59,74.47486231662185
2021-07-31 12:21:04,74.47450525482768
2021-07-31 12:21:09,74.4741481930335
2021-07-31 12:21:14,74.47379113123932
2021-07-31 12:21:19,74.47343406944516
2021-07-31 12:21:24,74.47307700765099
2021-07-31 12:21:29,74.47271994585681
2021-07-31 12:21:34,74.47236288406263
2021-07-31 12:21:39,74.47200582226847
2021-07-31 12:21:44,74.4716487604743
2021-07-31 12:21:49,74.47129169868013
2021-07-31 12:21:54,74.47093463688596
2021-07-31 12:21:59,74.47057757509178
2021-07-31 12:22:04,74.4702205132976
2021-07-31 12:22:09,74.46986345150344
2021-07-31 12:22:14,74.46950638970927
2021-07-31 12:22:19,74.46914932791509
2021-07-31 12:22:24,74.46879226612091
2021-07-31 12:22:29,74.46843520432675
2021-07-31 12:22:34,74.46807814253258
2021-07-31 12:22:39,74.4677210807384
2021-07-31 12:22:44,74.46736401894424
2021-07-31 12:22:49,74.46700695715006
2021-07-31 12:22:54,74.46664989535589
2021-07-31 12:22:59,74.46629283356171
2021-07-31 12:23:04,74.46593577176755
2021-07-31 12:23:09,74.46557870997337
2021-07-31 12:23:14,74.4652216481792
2021-07-31 12:23:19,74.46486458638502
2021-07-31 12:23:24,74.46450752459086
2021-07-31 12:23:29,74.46415046279668
2021-07-31 12:23:34,74.4637934010025
2021-07-31 12:23:39,74.46343633920833
2021-07-31 12:23:44,74.46307927741417
2021-07-31 12:23:49,74.46272221561999
2021-07-31 12:23:54,74.46236515382581
2021-07-31 12:23:59,74.46200809203164
2021-07-31 12:24:04,74.46165103023748
2021-07-31 12:24:09,74.4612939684433
2021-07-31 12:24:14,74.46093690664912
2021-07-31 12:24:19,74.46057984485495
2021-07-31 12:24:24,74.46022278306079
2021-07-31 12:24:29,74.45986572126661
2021-07-31 12:24:34,74.45950865947245
2021-07-31 12:24:39,74.45915159767827
2021-07-31 12:24:44,74.4587945358841
2021-07-31 12:24:49,74.45843747408992
2021-07-31 12:24:54,74.45808041229576
2021-07-31 12:24:59,74.45772335050158
2021-07-31 12:25:04,74.4573662887074
2021-07-31 12:25:09,74.45700922691323
2021-07-31 12:25:14,74.45665216511907
2021-07-31 12:25:19,74.45629510332489
2021-07-31 12:25:24,74.45593804153071
2021-07-31 12:25:29,74.45558097973654
2021-07-31 12:25:34,74.45522391794238
2021-07-31 12:25:39,74.4548668561482
2021-07-31 12:25:44,74.45450979435402
2021-07-31 12:25:49,74.45415273255985
2021-07-31 12:25:54,74.45379567076569
2021-07-31 12:25:59,74.45343860897151
2021-07-31 12:26:04,74.45308154717733
2021-07-31 12:26:09,74.45272448538316
2021-07-31 12:26:14,74.452367423589
2021-07-31 12:26:19,74.45201036179482
2021-07-31 12:26:24,74.45165330000064
2021-07-31 12:26:29,74.45129623820648
2021-07-31 12:26:34,74.4509391764123
2021-07-31 12:26:39,74.45058211461813
2021-07-31 12:26:44,74.45022505282395
2021-07-31 12:26:49,74.44986799102979
2021-07-31 12:26:54,74.44951092923561
2021-07-31 12:26:59,74.44915386744144
2021-07-31 12:27:04,74.44879680564726
2021-07-31 12:27:09,74.4484397438531
2021-07-31 12:27:14,74.44808268205892
2021-07-31 12:27:19,74.44772562026476
2021-07-31 12:27:24,74.44736855847059
2021-07-31 12:27:29,74.44701149667641
2021-07-31 12:27:34,74.44665443488223
2021-07-31 12:27:39,74.44629737308807
2021-07-31 12:27:44,74.4459403112939
2021-07-31 12:27:49,74.44558324949972
2021-07-31 12:27:54,74.44522618770554
